Ativo,cod_Ativo_guess,cod_Ativo_guess_norm,Fundo
LFT mar 30,LFTMAR30,LFTMAR30,BBRASIL FIM CP RESP
LFT set 28,LFTSET28,LFTSET28,BBRASIL FIM CP RESP
LFT mar 29,LFTMAR29,LFTMAR29,BBRASIL FIM CP RESP
LFT set 29,LFTSET29,LFTSET29,BBRASIL FIM CP RESP
LFT jun 30,LFTJUN30,LFTJUN30,BH FIRF INFRA
NTN-B28,NTNB28,NTNB28,BH FIRF INFRA
NTN-B30,NTNB30,NTNB30,BH FIRF INFRA
LFT mar 27,LFTMAR27,LFTMAR27,BH FIRF INFRA
NTN-B32,NTNB32,NTNB32,BH FIRF INFRA
LFT mar 27,LFTMAR27,LFTMAR27,BMG SEG
LFT mar 26,LFTMAR26,LFTMAR26,BMG SEG
LFT set 26,LFTSET26,LFTSET26,BMG SEG
LFT set 28,LFTSET28,LFTSET28,BMG SEG
LFT set 27,LFTSET27,LFTSET27,BMG SEG
NTN-B30,NTNB30,NTNB30,BMG SEG
NTN-B 29,NTNB29,NTNB29,BMG SEG
LFT mar 27,LFTMAR27,LFTMAR27,BORDEAUX INFRA
LFT set 29,LFTSET29,LFTSET29,BORDEAUX INFRA
LFT jun 30,LFTJUN30,LFTJUN30,FIRF GERAES
LFT mar 30,LFTMAR30,LFTMAR30,FIRF GERAES
LFT set 26,LFTSET26,LFTSET26,FIRF GERAES
LFT mar 26,LFTMAR26,LFTMAR26,FIRF GERAES 30
LFT set 30,LFTSET30,LFTSET30,GLOBAL BONDS
LFT set 26,LFTSET26,LFTSET26,HORIZONTE
LFT mar 28,LFTMAR28,LFTMAR28,HORIZONTE
LFT mar 27,LFTMAR27,LFTMAR27,MANACA INFRA FIRF
LFT jun 30,LFTJUN30,LFTJUN30,MANACA INFRA FIRF
LFT mar 30,LFTMAR30,LFTMAR30,MANACA INFRA FIRF
LFT mar 27,LFTMAR27,LFTMAR27,TOPAZIO INFRA
LFT set 28,LFTSET28,LFTSET28,TOPAZIO INFRA
NTN-B26,NTNB26,NTNB26,TOPAZIO INFRA
PRIOBZ00001,PRIOBZ00001,PRIOBZ00001,HORIZONTE
LF00240072E,LF00240072E,LF00240072E,BMG SEG
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,BMG SEG
Provisão,PROVISAO,PROVISAO,AF DEB INCENTIVADAS
Provisão,PROVISAO,PROVISAO,ALFA HORIZON FIA
Provisão,PROVISAO,PROVISAO,BBRASIL FIM CP RESP
Provisão,PROVISAO,PROVISAO,BH FIRF INFRA
Provisão,PROVISAO,PROVISAO,BMG SEG
Provisão,PROVISAO,PROVISAO,BORDEAUX INFRA
Provisão,PROVISAO,PROVISAO,FIA MINAS
Provisão,PROVISAO,PROVISAO,FIRF GERAES
Provisão,PROVISAO,PROVISAO,FIRF GERAES 30
Provisão,PROVISAO,PROVISAO,GLOBAL BONDS
Provisão,PROVISAO,PROVISAO,HORIZONTE
Provisão,PROVISAO,PROVISAO,MANACA INFRA FIRF
Provisão,PROVISAO,PROVISAO,MINAS DIVIDENDOS
Provisão,PROVISAO,PROVISAO,MINAS O.N.E. FIA
Provisão,PROVISAO,PROVISAO,ROMEU FC FIM CP IE
Provisão,PROVISAO,PROVISAO,TOPAZIO INFRA
LFSN250093T,LFSN250093T,LFSN250093T,FIRF GERAES
LFSN250093T,LFSN250093T,LFSN250093T,FIRF GERAES 30
LFSN250093T,LFSN250093T,LFSN250093T,HORIZONTE
LFSN1900008,LFSN1900008,LFSN1900008,FIRF GERAES
LFSN1800HXO,LFSN1800HXO,LFSN1800HXO,FIRF GERAES
LFSN1800D4X,LFSN1800D4X,LFSN1800D4X,FIRF GERAES
LFSN1900CR5,LFSN1900CR5,LFSN1900CR5,FIRF GERAES 30
LFSN RCI,LFSNRCI,LFSNRCI,FIRF GERAES
LFSN RCI,LFSNRCI,LFSNRCI,FIRF GERAES 30
LFSN19001BH,LFSN19001BH,LFSN19001BH,BH FIRF INFRA
LFSN210099R,LFSN210099R,LFSN210099R,BH FIRF INFRA
LFSN19006KN,LFSN19006KN,LFSN19006KN,FIRF GERAES
LFSN19006KM,LFSN19006KM,LFSN19006KM,FIRF GERAES 30
LFSN19006KM,LFSN19006KM,LFSN19006KM,HORIZONTE
LFSN210099R,LFSN210099R,LFSN210099R,HORIZONTE
LFSN19006KM,LFSN19006KM,LFSN19006KM,MANACA INFRA FIRF
LFSN1800DIG,LFSN1800DIG,LFSN1800DIG,FIRF GERAES
LFSN2200E75,LFSN2200E75,LFSN2200E75,BH FIRF INFRA
LFSN2200E75,LFSN2200E75,LFSN2200E75,FIRF GERAES
LFSN2200E75,LFSN2200E75,LFSN2200E75,FIRF GERAES 30
LFSN2200E75,LFSN2200E75,LFSN2200E75,HORIZONTE
LFSN2200E75,LFSN2200E75,LFSN2200E75,MANACA INFRA FIRF
LFSN1900971,LFSN1900971,LFSN1900971,BH FIRF INFRA
LFSN19009YU,LFSN19009YU,LFSN19009YU,BH FIRF INFRA
LFSN1900971,LFSN1900971,LFSN1900971,BORDEAUX INFRA
LFSN1900971,LFSN1900971,LFSN1900971,FIRF GERAES
LFSN19009YU,LFSN19009YU,LFSN19009YU,FIRF GERAES
LFSN1900971,LFSN1900971,LFSN1900971,FIRF GERAES 30
LFSN2200G2L,LFSN2200G2L,LFSN2200G2L,FIRF GERAES
LFSN2200G7D,LFSN2200G7D,LFSN2200G7D,FIRF GERAES 30
LFSN2200G2K,LFSN2200G2K,LFSN2200G2K,HORIZONTE
LFSN2200G2M,LFSN2200G2M,LFSN2200G2M,HORIZONTE
LFSN2200G2M,LFSN2200G2M,LFSN2200G2M,MANACA INFRA FIRF
LFSC24000BB,LFSC24000BB,LFSC24000BB,BH FIRF INFRA
LFSC24000BB,LFSC24000BB,LFSC24000BB,FIRF GERAES
LFSC24000BB,LFSC24000BB,LFSC24000BB,FIRF GERAES 30
LFSC24000BB,LFSC24000BB,LFSC24000BB,HORIZONTE
LFSC24000BB,LFSC24000BB,LFSC24000BB,MANACA INFRA FIRF
LFSC24000BB,LFSC24000BB,LFSC24000BB,TOPAZIO INFRA
LFSC22000ZR,LFSC22000ZR,LFSC22000ZR,FIRF GERAES
LFSC22000ZR,LFSC22000ZR,LFSC22000ZR,FIRF GERAES 30
LFSC22000ZR,LFSC22000ZR,LFSC22000ZR,HORIZONTE
LFSC19005L3,LFSC19005L3,LFSC19005L3,BH FIRF INFRA
LFSC190054D,LFSC190054D,LFSC190054D,BH FIRF INFRA
LFSC190054D,LFSC190054D,LFSC190054D,FIRF GERAES
LFSC19005FF,LFSC19005FF,LFSC19005FF,FIRF GERAES 30
LFSC19005L3,LFSC19005L3,LFSC19005L3,FIRF GERAES 30
LFSC190054I,LFSC190054I,LFSC190054I,FIRF GERAES 30
LFSC19005L1,LFSC19005L1,LFSC19005L1,HORIZONTE
LFSC19005FF,LFSC19005FF,LFSC19005FF,HORIZONTE
LFSC190054I,LFSC190054I,LFSC190054I,HORIZONTE
LFSC190054C,LFSC190054C,LFSC190054C,HORIZONTE
LFSC190059S,LFSC190059S,LFSC190059S,HORIZONTE
LFSC190054D,LFSC190054D,LFSC190054D,HORIZONTE
LFSC190054D,LFSC190054D,LFSC190054D,MANACA INFRA FIRF
LFSC25004NH,LFSC25004NH,LFSC25004NH,FIRF GERAES
LFSC25004NH,LFSC25004NH,LFSC25004NH,FIRF GERAES 30
LFSC25004NH,LFSC25004NH,LFSC25004NH,HORIZONTE
LFSC24001JT,LFSC24001JT,LFSC24001JT,BH FIRF INFRA
LFSC24001P6,LFSC24001P6,LFSC24001P6,BH FIRF INFRA
LFSC24001JQ,LFSC24001JQ,LFSC24001JQ,FIRF GERAES
LFSC24001JR,LFSC24001JR,LFSC24001JR,FIRF GERAES 30
LFSC24001JU,LFSC24001JU,LFSC24001JU,HORIZONTE
LFSC24001JS,LFSC24001JS,LFSC24001JS,MANACA INFRA FIRF
LFSC24001P5,LFSC24001P5,LFSC24001P5,TOPAZIO INFRA
LF002305RGO,LF002305RGO,LF002305RGO,BH FIRF INFRA
LF002400951,LF002400951,LF002400951,BH FIRF INFRA
LF002400951,LF002400951,LF002400951,FIRF GERAES
LF002305RFW,LF002305RFW,LF002305RFW,FIRF GERAES
LF002305RFO,LF002305RFO,LF002305RFO,FIRF GERAES
LF002400951,LF002400951,LF002400951,FIRF GERAES 30
LF002305RGL,LF002305RGL,LF002305RGL,HORIZONTE
LF002400951,LF002400951,LF002400951,HORIZONTE
LF002305RG9,LF002305RG9,LF002305RG9,MANACA INFRA FIRF
LF002400951,LF002400951,LF002400951,MANACA INFRA FIRF
LF002400ATX,LF002400ATX,LF002400ATX,BH FIRF INFRA
LF002400BZO,LF002400BZO,LF002400BZO,FIRF GERAES
LF002400BZO,LF002400BZO,LF002400BZO,FIRF GERAES 30
LF0024007OE,LF0024007OE,LF0024007OE,BH FIRF INFRA
LF002400GAO,LF002400GAO,LF002400GAO,FIRF GERAES
LF0024007OE,LF0024007OE,LF0024007OE,FIRF GERAES
LF002400GAO,LF002400GAO,LF002400GAO,FIRF GERAES 30
LF0024007OE,LF0024007OE,LF0024007OE,HORIZONTE
LF0024007OE,LF0024007OE,LF0024007OE,MANACA INFRA FIRF
LF002308CS3,LF002308CS3,LF002308CS3,BBRASIL FIM CP RESP
LF002400LQY,LF002400LQY,LF002400LQY,BBRASIL FIM CP RESP
LF0024008OB,LF0024008OB,LF0024008OB,BMG SEG
LF0024008OB,LF0024008OB,LF0024008OB,FIRF GERAES
LF0024007Y4,LF0024007Y4,LF0024007Y4,FIRF GERAES
LF0023082A5,LF0023082A5,LF0023082A5,BBRASIL FIM CP RESP
LF002400Q09,LF002400Q09,LF002400Q09,BH FIRF INFRA
LF002400Q0C,LF002400Q0C,LF002400Q0C,FIRF GERAES
LF002400Q0B,LF002400Q0B,LF002400Q0B,FIRF GERAES
LF002400Q0D,LF002400Q0D,LF002400Q0D,FIRF GERAES 30
LF002400EY5,LF002400EY5,LF002400EY5,BH FIRF INFRA
LF002400EY5,LF002400EY5,LF002400EY5,FIRF GERAES
LF002400EY5,LF002400EY5,LF002400EY5,FIRF GERAES 30
LF002400EY5,LF002400EY5,LF002400EY5,MANACA INFRA FIRF
LF002400LGY,LF002400LGY,LF002400LGY,BMG SEG
LF002400KBW,LF002400KBW,LF002400KBW,FIRF GERAES
LF002400LGS,LF002400LGS,LF002400LGS,FIRF GERAES
LF002400KBU,LF002400KBU,LF002400KBU,FIRF GERAES
LF002400LGT,LF002400LGT,LF002400LGT,FIRF GERAES
LF002400LGM,LF002400LGM,LF002400LGM,FIRF GERAES
LF002400LGS,LF002400LGS,LF002400LGS,FIRF GERAES 30
LF002400KBY,LF002400KBY,LF002400KBY,FIRF GERAES 30
LF002400KBT,LF002400KBT,LF002400KBT,FIRF GERAES 30
LF002400KBX,LF002400KBX,LF002400KBX,MANACA INFRA FIRF
LF002400KC2,LF002400KC2,LF002400KC2,TOPAZIO INFRA
LF002400GJ4,LF002400GJ4,LF002400GJ4,FIRF GERAES
LF002400ABN,LF002400ABN,LF002400ABN,FIRF GERAES
LF0024008ZU,LF0024008ZU,LF0024008ZU,FIRF GERAES
LF002400ABK,LF002400ABK,LF002400ABK,FIRF GERAES
LF002400ABF,LF002400ABF,LF002400ABF,FIRF GERAES
LF002400GJ4,LF002400GJ4,LF002400GJ4,FIRF GERAES 30
LF002400ABJ,LF002400ABJ,LF002400ABJ,FIRF GERAES 30
LF002400GJ4,LF002400GJ4,LF002400GJ4,HORIZONTE
LF0024008ZU,LF0024008ZU,LF0024008ZU,HORIZONTE
LF0024008ZU,LF0024008ZU,LF0024008ZU,MANACA INFRA FIRF
LF002400ABH,LF002400ABH,LF002400ABH,MANACA INFRA FIRF
LF002400ABG,LF002400ABG,LF002400ABG,MANACA INFRA FIRF
LF0024008ZU,LF0024008ZU,LF0024008ZU,TOPAZIO INFRA
LF002400ABI,LF002400ABI,LF002400ABI,TOPAZIO INFRA
LF002400UVP,LF002400UVP,LF002400UVP,FIRF GERAES
LF002400UVJ,LF002400UVJ,LF002400UVJ,FIRF GERAES 30
LF0025008NC,LF0025008NC,LF0025008NC,BBRASIL FIM CP RESP
LF0021008OH,LF0021008OH,LF0021008OH,BBRASIL FIM CP RESP
LF002500E1G,LF002500E1G,LF002500E1G,BH FIRF INFRA
LF002200QQO,LF002200QQO,LF002200QQO,BH FIRF INFRA
LF002500E1G,LF002500E1G,LF002500E1G,FIRF GERAES
LF002200QQO,LF002200QQO,LF002200QQO,FIRF GERAES
LF002400BZZ,LF002400BZZ,LF002400BZZ,FIRF GERAES
LF002200QQO,LF002200QQO,LF002200QQO,FIRF GERAES 30
LF002500E1G,LF002500E1G,LF002500E1G,FIRF GERAES 30
LF002400BZZ,LF002400BZZ,LF002400BZZ,FIRF GERAES 30
LF002500E1G,LF002500E1G,LF002500E1G,HORIZONTE
LF002200QQO,LF002200QQO,LF002200QQO,HORIZONTE
LF002400BZZ,LF002400BZZ,LF002400BZZ,HORIZONTE
LF002200QQO,LF002200QQO,LF002200QQO,MANACA INFRA FIRF
LF002400BZZ,LF002400BZZ,LF002400BZZ,MANACA INFRA FIRF
LF002500E1G,LF002500E1G,LF002500E1G,MANACA INFRA FIRF
LF002500E1G,LF002500E1G,LF002500E1G,TOPAZIO INFRA
LF002200QQO,LF002200QQO,LF002200QQO,TOPAZIO INFRA
LF002400BWH,LF002400BWH,LF002400BWH,BMG SEG
LF002400BWH,LF002400BWH,LF002400BWH,FIRF GERAES
LF002400BWH,LF002400BWH,LF002400BWH,FIRF GERAES 30
DAPAGO30,DAPAGO30,DAPAGO30,AF DEB INCENTIVADAS
DAPAGO28,DAPAGO28,DAPAGO28,AF DEB INCENTIVADAS
DAPMAI35,DAPMAI35,DAPMAI35,AF DEB INCENTIVADAS
DAPMAI27,DAPMAI27,DAPMAI27,AF DEB INCENTIVADAS
DAPAGO40,DAPAGO40,DAPAGO40,BH FIRF INFRA
DAPMAI35,DAPMAI35,DAPMAI35,BH FIRF INFRA
DAPAGO32,DAPAGO32,DAPAGO32,BH FIRF INFRA
DI1JAN26,DI1JAN26,DI1JAN26,BH FIRF INFRA
DI1JAN27,DI1JAN27,DI1JAN27,BH FIRF INFRA
DAPAGO26,DAPAGO26,DAPAGO26,BH FIRF INFRA
DAPMAI27,DAPMAI27,DAPMAI27,BH FIRF INFRA
DI1JAN29,DI1JAN29,DI1JAN29,BH FIRF INFRA
DAPAGO28,DAPAGO28,DAPAGO28,BH FIRF INFRA
DAPMAI29,DAPMAI29,DAPMAI29,BH FIRF INFRA
DI1JAN30,DI1JAN30,DI1JAN30,BH FIRF INFRA
DAPAGO30,DAPAGO30,DAPAGO30,BH FIRF INFRA
DAPAGO40,DAPAGO40,DAPAGO40,BORDEAUX INFRA
DAPMAI35,DAPMAI35,DAPMAI35,BORDEAUX INFRA
DAPAGO32,DAPAGO32,DAPAGO32,BORDEAUX INFRA
DI1JAN27,DI1JAN27,DI1JAN27,BORDEAUX INFRA
DAPAGO26,DAPAGO26,DAPAGO26,BORDEAUX INFRA
DI1JAN29,DI1JAN29,DI1JAN29,BORDEAUX INFRA
DAPMAI27,DAPMAI27,DAPMAI27,BORDEAUX INFRA
DI1JAN30,DI1JAN30,DI1JAN30,BORDEAUX INFRA
DAPMAI29,DAPMAI29,DAPMAI29,BORDEAUX INFRA
DAPAGO28,DAPAGO28,DAPAGO28,BORDEAUX INFRA
DAPAGO30,DAPAGO30,DAPAGO30,BORDEAUX INFRA
DI1JAN29,DI1JAN29,DI1JAN29,FIRF GERAES
DI1JAN27,DI1JAN27,DI1JAN27,FIRF GERAES
DI1JAN26,DI1JAN26,DI1JAN26,FIRF GERAES
DI1JUL26,DI1JUL26,DI1JUL26,FIRF GERAES
DAPMAI29,DAPMAI29,DAPMAI29,FIRF GERAES
DAPAGO26,DAPAGO26,DAPAGO26,FIRF GERAES
DAPAGO28,DAPAGO28,DAPAGO28,FIRF GERAES
DAPMAI27,DAPMAI27,DAPMAI27,FIRF GERAES
DAPAGO30,DAPAGO30,DAPAGO30,FIRF GERAES
DI1JAN29,DI1JAN29,DI1JAN29,FIRF GERAES 30
DI1JAN26,DI1JAN26,DI1JAN26,FIRF GERAES 30
DI1JAN27,DI1JAN27,DI1JAN27,FIRF GERAES 30
DAPMAI27,DAPMAI27,DAPMAI27,FIRF GERAES 30
DAPMAI29,DAPMAI29,DAPMAI29,FIRF GERAES 30
DAPAGO26,DAPAGO26,DAPAGO26,FIRF GERAES 30
DAPAGO28,DAPAGO28,DAPAGO28,FIRF GERAES 30
DAPAGO30,DAPAGO30,DAPAGO30,FIRF GERAES 30
DOLDEZ25,DOLDEZ25,DOLDEZ25,GLOBAL BONDS
WDONOV25,WDONOV25,WDONOV25,GLOBAL BONDS
DI1JAN29,DI1JAN29,DI1JAN29,HORIZONTE
DOLDEZ25,DOLDEZ25,DOLDEZ25,HORIZONTE
DDIJAN29,DDIJAN29,DDIJAN29,HORIZONTE
DDIJAN31,DDIJAN31,DDIJAN31,HORIZONTE
DDIJAN27,DDIJAN27,DDIJAN27,HORIZONTE
DI1JAN26,DI1JAN26,DI1JAN26,HORIZONTE
DAPMAI35,DAPMAI35,DAPMAI35,HORIZONTE
DDINOV25,DDINOV25,DDINOV25,HORIZONTE
DAPMAI29,DAPMAI29,DAPMAI29,HORIZONTE
DAPMAI27,DAPMAI27,DAPMAI27,HORIZONTE
DAPAGO28,DAPAGO28,DAPAGO28,HORIZONTE
DDIDEZ25,DDIDEZ25,DDIDEZ25,HORIZONTE
T10DEZ25,T10DEZ25,T10DEZ25,HORIZONTE
DAPAGO26,DAPAGO26,DAPAGO26,HORIZONTE
DAPAGO30,DAPAGO30,DAPAGO30,HORIZONTE
DI1JAN27,DI1JAN27,DI1JAN27,HORIZONTE
DAPMAI35,DAPMAI35,DAPMAI35,MANACA INFRA FIRF
DAPAGO40,DAPAGO40,DAPAGO40,MANACA INFRA FIRF
DI1JAN29,DI1JAN29,DI1JAN29,MANACA INFRA FIRF
DAPAGO32,DAPAGO32,DAPAGO32,MANACA INFRA FIRF
DI1JAN26,DI1JAN26,DI1JAN26,MANACA INFRA FIRF
DI1JAN27,DI1JAN27,DI1JAN27,MANACA INFRA FIRF
DAPAGO26,DAPAGO26,DAPAGO26,MANACA INFRA FIRF
DAPMAI27,DAPMAI27,DAPMAI27,MANACA INFRA FIRF
DI1JAN30,DI1JAN30,DI1JAN30,MANACA INFRA FIRF
DAPAGO28,DAPAGO28,DAPAGO28,MANACA INFRA FIRF
DAPMAI29,DAPMAI29,DAPMAI29,MANACA INFRA FIRF
DAPAGO30,DAPAGO30,DAPAGO30,MANACA INFRA FIRF
DAPAGO40,DAPAGO40,DAPAGO40,TOPAZIO INFRA
DAPMAI35,DAPMAI35,DAPMAI35,TOPAZIO INFRA
DAPAGO32,DAPAGO32,DAPAGO32,TOPAZIO INFRA
DI1JAN29,DI1JAN29,DI1JAN29,TOPAZIO INFRA
DI1JAN26,DI1JAN26,DI1JAN26,TOPAZIO INFRA
DI1JAN27,DI1JAN27,DI1JAN27,TOPAZIO INFRA
DI1JAN30,DI1JAN30,DI1JAN30,TOPAZIO INFRA
DAPAGO26,DAPAGO26,DAPAGO26,TOPAZIO INFRA
DAPMAI27,DAPMAI27,DAPMAI27,TOPAZIO INFRA
